date,symbol,close,tradecount
28-01-2022,1INCHBTC,4.37E-05,3054
27-01-2022,1INCHBTC,4.28E-05,2713
26-01-2022,1INCHBTC,4.41E-05,5916
25-01-2022,1INCHBTC,4.30E-05,2521
24-01-2022,1INCHBTC,4.33E-05,4344
23-01-2022,1INCHBTC,4.66E-05,4020
22-01-2022,1INCHBTC,4.60E-05,7456
21-01-2022,1INCHBTC,5.06E-05,6856
20-01-2022,1INCHBTC,5.00E-05,3637
19-01-2022,1INCHBTC,5.02E-05,6086
18-01-2022,1INCHBTC,5.18E-05,5264
17-01-2022,1INCHBTC,5.32E-05,6163
16-01-2022,1INCHBTC,5.65E-05,9316
15-01-2022,1INCHBTC,5.54E-05,5586
14-01-2022,1INCHBTC,5.50E-05,6623
13-01-2022,1INCHBTC,5.50E-05,22675
12-01-2022,1INCHBTC,5.12E-05,3587
11-01-2022,1INCHBTC,5.02E-05,2943
10-01-2022,1INCHBTC,4.96E-05,4738
09-01-2022,1INCHBTC,5.14E-05,2798
08-01-2022,1INCHBTC,5.11E-05,5173
07-01-2022,1INCHBTC,5.25E-05,6051
06-01-2022,1INCHBTC,5.44E-05,6891
05-01-2022,1INCHBTC,5.34E-05,8148
04-01-2022,1INCHBTC,5.41E-05,5506
03-01-2022,1INCHBTC,5.52E-05,7566
02-01-2022,1INCHBTC,5.40E-05,4907
01-01-2022,1INCHBTC,5.30E-05,2846
31-12-2021,1INCHBTC,5.18E-05,3587
30-12-2021,1INCHBTC,5.23E-05,6179
29-12-2021,1INCHBTC,5.21E-05,6166
28-12-2021,1INCHBTC,5.35E-05,8869
27-12-2021,1INCHBTC,5.51E-05,8519
26-12-2021,1INCHBTC,5.43E-05,6966
25-12-2021,1INCHBTC,5.43E-05,7756
24-12-2021,1INCHBTC,5.42E-05,14020
23-12-2021,1INCHBTC,5.56E-05,19501
22-12-2021,1INCHBTC,5.10E-05,6733
21-12-2021,1INCHBTC,4.99E-05,4387
20-12-2021,1INCHBTC,5.11E-05,6579
19-12-2021,1INCHBTC,5.19E-05,7446
18-12-2021,1INCHBTC,5.30E-05,7929
17-12-2021,1INCHBTC,5.28E-05,11576
16-12-2021,1INCHBTC,5.40E-05,8858
15-12-2021,1INCHBTC,5.22E-05,8244
14-12-2021,1INCHBTC,5.27E-05,10474
13-12-2021,1INCHBTC,5.14E-05,10508
12-12-2021,1INCHBTC,5.09E-05,4595
11-12-2021,1INCHBTC,5.23E-05,4797
10-12-2021,1INCHBTC,5.27E-05,7362
09-12-2021,1INCHBTC,5.26E-05,13765
08-12-2021,1INCHBTC,5.46E-05,6549
07-12-2021,1INCHBTC,5.29E-05,9620
06-12-2021,1INCHBTC,5.26E-05,11304
05-12-2021,1INCHBTC,5.34E-05,14809
04-12-2021,1INCHBTC,5.45E-05,25953
03-12-2021,1INCHBTC,5.85E-05,10150
02-12-2021,1INCHBTC,6.15E-05,11585
01-12-2021,1INCHBTC,6.44E-05,43765
30-11-2021,1INCHBTC,6.23E-05,9977
29-11-2021,1INCHBTC,6.50E-05,8340
28-11-2021,1INCHBTC,6.37E-05,9875
27-11-2021,1INCHBTC,6.76E-05,8349
26-11-2021,1INCHBTC,6.83E-05,26674
25-11-2021,1INCHBTC,7.21E-05,22031
24-11-2021,1INCHBTC,6.98E-05,19488
23-11-2021,1INCHBTC,7.01E-05,15524
22-11-2021,1INCHBTC,6.78E-05,11989
21-11-2021,1INCHBTC,6.80E-05,16480
20-11-2021,1INCHBTC,6.67E-05,11299
19-11-2021,1INCHBTC,6.70E-05,12074
18-11-2021,1INCHBTC,6.24E-05,8608
17-11-2021,1INCHBTC,6.50E-05,6336
16-11-2021,1INCHBTC,6.40E-05,9810
15-11-2021,1INCHBTC,6.59E-05,5221
14-11-2021,1INCHBTC,6.54E-05,7274
13-11-2021,1INCHBTC,6.64E-05,8759
12-11-2021,1INCHBTC,6.49E-05,7745
11-11-2021,1INCHBTC,6.60E-05,12248
10-11-2021,1INCHBTC,6.30E-05,21714
09-11-2021,1INCHBTC,6.62E-05,7805
08-11-2021,1INCHBTC,6.86E-05,8847
07-11-2021,1INCHBTC,7.22E-05,9534
06-11-2021,1INCHBTC,7.17E-05,9223
05-11-2021,1INCHBTC,7.20E-05,8785
04-11-2021,1INCHBTC,7.34E-05,14783
03-11-2021,1INCHBTC,7.04E-05,13270
02-11-2021,1INCHBTC,7.31E-05,14450
01-11-2021,1INCHBTC,7.49E-05,17502
31-10-2021,1INCHBTC,7.46E-05,20094
30-10-2021,1INCHBTC,7.59E-05,14764
29-10-2021,1INCHBTC,8.12E-05,19090
28-10-2021,1INCHBTC,8.49E-05,46250
27-10-2021,1INCHBTC,9.78E-05,190414
26-10-2021,1INCHBTC,6.55E-05,11427
25-10-2021,1INCHBTC,6.43E-05,10491
24-10-2021,1INCHBTC,6.25E-05,12784
23-10-2021,1INCHBTC,6.56E-05,12903
22-10-2021,1INCHBTC,6.63E-05,18228
21-10-2021,1INCHBTC,6.65E-05,26257
20-10-2021,1INCHBTC,6.32E-05,20729
19-10-2021,1INCHBTC,5.80E-05,11686
18-10-2021,1INCHBTC,5.56E-05,14084
17-10-2021,1INCHBTC,5.66E-05,13902
16-10-2021,1INCHBTC,5.27E-05,4065
15-10-2021,1INCHBTC,5.25E-05,14996
14-10-2021,1INCHBTC,5.86E-05,23224
13-10-2021,1INCHBTC,5.15E-05,6023
12-10-2021,1INCHBTC,5.17E-05,6856
11-10-2021,1INCHBTC,5.05E-05,7911
10-10-2021,1INCHBTC,5.41E-05,6106
09-10-2021,1INCHBTC,5.82E-05,4720
08-10-2021,1INCHBTC,5.86E-05,7595
07-10-2021,1INCHBTC,5.82E-05,9313
06-10-2021,1INCHBTC,5.63E-05,13012
05-10-2021,1INCHBTC,6.36E-05,12158
04-10-2021,1INCHBTC,6.44E-05,11683
03-10-2021,1INCHBTC,6.39E-05,16915
02-10-2021,1INCHBTC,6.39E-05,17818
01-10-2021,1INCHBTC,6.06E-05,15828
30-09-2021,1INCHBTC,5.83E-05,8964
29-09-2021,1INCHBTC,6.02E-05,11111
28-09-2021,1INCHBTC,5.79E-05,9777
27-09-2021,1INCHBTC,5.99E-05,16430
26-09-2021,1INCHBTC,6.20E-05,21128
25-09-2021,1INCHBTC,5.84E-05,6213
24-09-2021,1INCHBTC,5.95E-05,8713
23-09-2021,1INCHBTC,6.20E-05,11943
22-09-2021,1INCHBTC,6.04E-05,10617
21-09-2021,1INCHBTC,5.70E-05,10088
20-09-2021,1INCHBTC,5.99E-05,12973
19-09-2021,1INCHBTC,6.24E-05,9025
18-09-2021,1INCHBTC,6.49E-05,9264
17-09-2021,1INCHBTC,6.59E-05,11537
16-09-2021,1INCHBTC,6.98E-05,23915
15-09-2021,1INCHBTC,6.86E-05,13745
14-09-2021,1INCHBTC,6.52E-05,9570
13-09-2021,1INCHBTC,6.31E-05,7928
12-09-2021,1INCHBTC,6.49E-05,8941
11-09-2021,1INCHBTC,6.45E-05,6603
10-09-2021,1INCHBTC,6.41E-05,10795
09-09-2021,1INCHBTC,6.53E-05,13499
08-09-2021,1INCHBTC,6.34E-05,15923
07-09-2021,1INCHBTC,6.25E-05,36507
06-09-2021,1INCHBTC,7.04E-05,18477
05-09-2021,1INCHBTC,7.40E-05,23768
04-09-2021,1INCHBTC,7.37E-05,18315
03-09-2021,1INCHBTC,7.16E-05,16868
02-09-2021,1INCHBTC,6.80E-05,12118
01-09-2021,1INCHBTC,6.84E-05,15048
31-08-2021,1INCHBTC,6.48E-05,28051
30-08-2021,1INCHBTC,6.41E-05,6812
29-08-2021,1INCHBTC,6.47E-05,5716
28-08-2021,1INCHBTC,6.72E-05,25362
27-08-2021,1INCHBTC,6.55E-05,15197
26-08-2021,1INCHBTC,6.23E-05,10301
25-08-2021,1INCHBTC,6.48E-05,9616
24-08-2021,1INCHBTC,6.43E-05,13213
