date,symbol,close,tradecount
1/1/22,1INCHBUSD,2.532,7319
12/31/21,1INCHBUSD,2.389,9811
12/30/21,1INCHBUSD,2.463,12584
12/29/21,1INCHBUSD,2.417,16630
12/28/21,1INCHBUSD,2.54,25020
12/27/21,1INCHBUSD,2.798,17682
12/26/21,1INCHBUSD,2.763,10262
12/25/21,1INCHBUSD,2.736,10235
12/24/21,1INCHBUSD,2.754,28560
12/23/21,1INCHBUSD,2.824,31118
12/22/21,1INCHBUSD,2.478,12502
12/21/21,1INCHBUSD,2.441,6397
12/20/21,1INCHBUSD,2.4,8770
12/19/21,1INCHBUSD,2.427,7477
12/18/21,1INCHBUSD,2.483,11201
12/17/21,1INCHBUSD,2.432,19358
12/16/21,1INCHBUSD,2.572,15141
12/15/21,1INCHBUSD,2.552,14368
12/14/21,1INCHBUSD,2.545,21400
12/13/21,1INCHBUSD,2.398,27620
12/12/21,1INCHBUSD,2.552,6120
12/11/21,1INCHBUSD,2.586,10213
12/10/21,1INCHBUSD,2.488,16784
12/9/21,1INCHBUSD,2.502,25876
12/8/21,1INCHBUSD,2.757,16232
12/7/21,1INCHBUSD,2.678,18658
12/6/21,1INCHBUSD,2.654,23018
12/5/21,1INCHBUSD,2.639,28740
12/4/21,1INCHBUSD,2.674,36327
12/3/21,1INCHBUSD,3.135,24535
12/2/21,1INCHBUSD,3.475,26298
12/1/21,1INCHBUSD,3.683,89805
11/30/21,1INCHBUSD,3.547,21925
11/29/21,1INCHBUSD,3.759,13843
11/28/21,1INCHBUSD,3.647,18240
11/27/21,1INCHBUSD,3.707,13218
11/26/21,1INCHBUSD,3.673,51256
11/25/21,1INCHBUSD,4.256,29800
11/24/21,1INCHBUSD,3.994,34768
11/23/21,1INCHBUSD,4.034,26430
11/22/21,1INCHBUSD,3.825,21813
11/21/21,1INCHBUSD,3.994,21823
11/20/21,1INCHBUSD,3.985,14988
11/19/21,1INCHBUSD,3.895,15504
11/18/21,1INCHBUSD,3.55,17915
11/17/21,1INCHBUSD,3.93,13574
11/16/21,1INCHBUSD,3.845,29079
11/15/21,1INCHBUSD,4.186,12320
11/14/21,1INCHBUSD,4.284,11040
11/13/21,1INCHBUSD,4.272,13227
11/12/21,1INCHBUSD,4.167,16996
11/11/21,1INCHBUSD,4.279,30492
11/10/21,1INCHBUSD,4.073,45506
11/9/21,1INCHBUSD,4.43,15894
11/8/21,1INCHBUSD,4.634,13250
11/7/21,1INCHBUSD,4.573,15803
11/6/21,1INCHBUSD,4.419,18379
11/5/21,1INCHBUSD,4.399,16477
11/4/21,1INCHBUSD,4.506,32099
11/3/21,1INCHBUSD,4.427,19233
11/2/21,1INCHBUSD,4.626,21752
11/1/21,1INCHBUSD,4.575,27214
10/31/21,1INCHBUSD,4.57,28322
10/30/21,1INCHBUSD,4.688,21389
10/29/21,1INCHBUSD,5.054,39603
10/28/21,1INCHBUSD,5.143,75793
10/27/21,1INCHBUSD,5.717,391188
10/26/21,1INCHBUSD,3.946,26319
10/25/21,1INCHBUSD,4.05,22802
10/24/21,1INCHBUSD,3.813,20626
10/23/21,1INCHBUSD,4.022,17276
10/22/21,1INCHBUSD,4.018,25828
10/21/21,1INCHBUSD,4.141,42337
10/20/21,1INCHBUSD,4.166,35215
10/19/21,1INCHBUSD,3.738,18231
10/18/21,1INCHBUSD,3.451,22126
10/17/21,1INCHBUSD,3.48,29281
10/16/21,1INCHBUSD,3.207,6813
10/15/21,1INCHBUSD,3.239,15425
10/14/21,1INCHBUSD,3.357,32523
10/13/21,1INCHBUSD,2.959,7332
10/12/21,1INCHBUSD,2.891,6403
10/11/21,1INCHBUSD,2.905,5408
10/10/21,1INCHBUSD,2.958,5475
10/9/21,1INCHBUSD,3.201,3945
10/8/21,1INCHBUSD,3.162,8969
10/7/21,1INCHBUSD,3.134,10245
10/6/21,1INCHBUSD,3.122,11458
10/5/21,1INCHBUSD,3.276,11861
10/4/21,1INCHBUSD,3.174,12760
10/3/21,1INCHBUSD,3.083,15537
10/2/21,1INCHBUSD,3.046,16452
10/1/21,1INCHBUSD,2.914,15461
9/30/21,1INCHBUSD,2.553,8021
9/29/21,1INCHBUSD,2.503,8440
9/28/21,1INCHBUSD,2.373,7481
9/27/21,1INCHBUSD,2.527,14129
9/26/21,1INCHBUSD,2.681,19617
9/25/21,1INCHBUSD,2.492,5325
9/24/21,1INCHBUSD,2.548,11121
9/23/21,1INCHBUSD,2.784,10174
9/22/21,1INCHBUSD,2.631,10128
9/21/21,1INCHBUSD,2.316,11410
9/20/21,1INCHBUSD,2.573,15109
9/19/21,1INCHBUSD,2.945,7553
9/18/21,1INCHBUSD,3.135,9995
9/17/21,1INCHBUSD,3.118,14230
9/16/21,1INCHBUSD,3.326,27044
9/15/21,1INCHBUSD,3.302,16332
9/14/21,1INCHBUSD,3.075,11480
9/13/21,1INCHBUSD,2.84,9886
9/12/21,1INCHBUSD,2.988,9509
9/11/21,1INCHBUSD,2.908,7881
9/10/21,1INCHBUSD,2.881,12366
9/9/21,1INCHBUSD,3.032,14425
9/8/21,1INCHBUSD,2.919,19244
9/7/21,1INCHBUSD,2.935,34620
9/6/21,1INCHBUSD,3.711,16164
9/5/21,1INCHBUSD,3.836,24334
9/4/21,1INCHBUSD,3.683,17937
9/3/21,1INCHBUSD,3.581,18093
9/2/21,1INCHBUSD,3.35,13713
9/1/21,1INCHBUSD,3.338,15826
8/31/21,1INCHBUSD,3.054,14389
